id	en	ja	es	de	fr	it	pt_BR	es_US	pl	zh	tr	se	en_US	ru
din_event_trio_sh	They're triceratops!\nAnd they're very angry!	トリケラトプスよ！\nひどく怒ってる！	¡Son triceratops!\n¡Y no están de buen humor!	Das sind Triceratops!\nSie scheinen wütend zu sein!	Ce sont des tricératops ! Et très en colère !	Sono triceratopi!\nÈ sono molto arrabiati!	São tricerátopos!\nE eles estão muito zangados!	¡Triceratops! ¡Y muy enojados!	To triceratopsy!\nI do tego są bardzo wściekłe!	是三角龍！\n它們好像很火大！	Onlar triceratopslar!\nVe çok kızgınlar!	Det är triceratopser!\nOch dem är väldigt arga!		Это трицератопсы!\nОни очень злые!
din_event_trio2_so	Wh-what did I do?	オレ　何かやったのか？	¿Y yo que he hecho?	W-was hab ich denn getan?!	Qu-qu'ai-je fait ?	Ma che cosa ho fatto?	O-o quê que eu fiz?	¿Les hicimos algo?	C-co ja im zrobiłem?	我— 我有做什麼事惹火它們嗎？	N-ne yaptım ben?	Va-vad har jag gjort?		А что я сделал-то?
din_event_trio2_sh	I don't know! Just run!	分からないわ！\n今はとにかく逃げましょう！！	¡No lo sé!; ¡tú corre!	Weiß ich doch nicht! Lauf!	Je ne sais pas, mais cours !	Non lo so! Corri e basta!	Eu não sei! Só corre!	¡Quién sabe, pero hay que huir de aquí!	Nie wiem! Po prostu biegnij!	我不知道！總之快跑啊！	Bilmiyorum! Sadece koş!	Jag vet inte! Spring bara!		Я не знаю!\nВ любом случае, сейчас надо бежать!
din_event_trio3_so	They just don't give up!	しつこいヤツラだぜ！	¡Parece que no se rinden!	Die sind echt hartnäckig!	Ils n'abandonnent pas facilement !	Non si arrendono proprio!	Eles não desistem!	¡Vaya que son tercos!	Nie poddają się!	它們真是死纏爛打欸！	Vazgeçmiyorlar!	Dem ger bara inte up!		Какие они настырные!
din_event_trio3_sh	If we can just get across the bridge\nup ahead, we should be okay!	この先の橋まで逃げきれば\nきっと大丈夫よ！	¡Su cruzamos el puente de ahí adelante\nestaremos a salvo!	Wenn wir die Brücke da vorn über-\nqueren, sind wir in Sicherheit!	Si on peut traverser le pont\n devant, on devrait s'en sortir !	Se riuscissimo a andare attraverso quel ponte\nlaggiù, dovremmo essere al sicuro!	Se nós passarmos pela ponte\nà frente, estaremos seguros!	¡Si cruzamos el puente de más adelante,\nestaremos bien!	Jeśli tylko przejdziemy przez tamten most,\nnic nam nie będzie!	我們若能逃到前面那座橋就沒事了！	Eğer ilerideki köprüyü\ngeçebilirsek, sorun olmaz!	Om vi bara kan komma över bron\ndär framme, så borde vi klara oss!		Если добежишь до моста впереди,\nто сможешь оторваться от них!
din_event_river_so	Uwaaah!\nNooooo!!	うわわわ！\nＮＯＯＯＯＯ！！	¡Aaaaah!\n¡¡Nooooo!!	Uwaaah!\nNeeeein!!	Ouaaah !\nNooooon !!	UWAAAH!\nNOOOOO!!	Uaaaah!\nNãããão!	¡Aaaaah! ¡Nooooo!	Uaaaah!\nNieeee!!	嗚啊啊啊！\n糟啦！！！	Uwaaah!\nHayıııır!!	Uwaaah\nNeeeeeej!!		А-а-а-а! Не-е-е-е-ет!
din_event_river_sh	Sonic!	ソニック！	¡Sonic!	Sonic!	Sonic !	SONIC!	Sonic!	¡Sonic!	Sonic!	索尼克！	Sonic!	Sonic!		Соник!
din_event_river2_so	Whew! That was a close one!	ヒュー！危機一髮だぜ！	¡Uf! ¡Ha estado cerca!	Puh! Fast abgesoffen!	Pfiou ! On a eu chaud !	Fiuu! Per un pelo!	Ufa! Essa foi por pouco!	¡Oh, por un pelo de rana calva...!	Uf! O mały włos!	呼！真是千鈞一髮呢！	Whew! Bu çok yakındı!	Whew! Det var nära ögat!		Уф-ф-ф! Ещё чуть-чуть, и я бы всё!
din_event_river2_sh	Sonic, can't you swim?	ソニックってもしかして泳げないの？	Sonic, ¿no sabes nadar?	Du kannst nicht schwimmen?!	Sonic, tu ne sais pas nager ?	Sonic, non riesci a nuotare?	Sonic, você não sabe nadar?	Sonic, no me digas. ¿No sabes nadar?	Sonic, nie umiesz pływać?	索尼克，你難道不會游泳嗎？	Sonic, yüzme bilmiyor musun?	Sonic, kan inte du simma?		Соник, ты что, не умеешь плавать?
														
din_split_sh	The road splits in two, here.	道が分かれてるわ	Aquí el camino se divide en dos.	Hier zweigt die Straße ab.	La route se sépare en deux.	La strada si divide in due qua.	O caminho aqui se divide em dois.	Hay una bifurcación.	Droga nam się tutaj rozwidla.	這裡有岔路。	Yol burada ikiye ayrılıyor.	Vägen delas i två, här.		Здесь развилка.
din_split_so	Any advice on which way to go?	どっちがベターか教えてくれよ	¿Tienes idea de por dónde ir?	Was denkst du, links oder rechts?	Une idée de quel chemin prendre ?	Qualche consiglio su quale andare?	Alguma dica para onde ir?	Dime qué camino es mejor.	Jakieś porady gdzie mamy iść?	接下來該往哪邊走才好？	Hangi yoldan gitmeliyim konusunda bir tavsiyen var mı?	Några råd om vilken väg man ska gå?		Скажи, какой из путей лучше?
din_flower_sh	A flower...spirit?	花の…マジン？	Un espíritu... ¿floral?	Ein Blumen...geist?	Un esprit... floral ?	Uno spirito...floreale?	Um espírito... floral?	¿Una flor... majin?	Kwiecisty... duch?	是花的…精靈？	Bir çiçek...ruhu mu?	En blomster...ande?		Злой дух... цветов?
din_flower_so	Doesn't look very friendly.	厄介そうな面横えだぜ！	Me da que no está aquí para hacer amigos	Sieht nicht sehr freundlich aus.	Il n'a pas l'air très amical.	Non sembra molto amichevole.	Não parecem ser muito amigáveis.	¡Parece que nos dará problemas!	Nie wygląda zbyt przyjaźnie.	看起來不太友善。	Çok arkadaşçıl gözükmüyor.	Ser inte så vänlig ut.		От него одни хлопоты!
														
din_event_apato_so	Oops!	Ｏｏｐｓ！	¡Ups!	Ups!	Oups !	Oops!	Oops!	¡Ups!	Ups!	糟了！	Oops!	Oops!		Ой!
din_event_apato2_so	Woah! Thanks!	いよっと！　サンキュー！	¡Vaya! ¡Gracias!	Woah! Danke!	Ouah ! Merci !	Wow! Grazie!	Uou! Valeu!	¡Bien! ¡Gracias!	Łoł! Dzięki!	嗚喔！謝啦！	Woah! Teşekkürler!	Woah! Tack!		Оп-ля! Спасибо!
														
din_rex_sh	I've got a bad feeling about this.	嫌な予感がするわ	Tengo un mal presentimiento...	Ich habe ein ungutes Gefühl.	J'ai un mauvais pressentiment.	Ho un brutto presentimento.	Tenho um mal pressentimento sobre isso.	Tengo un mal presentimiento.	Mam co do tego złe przeczucie.	我有個不好的感覺。	Bu konuda kötü hislerim var.	Jag har en dålig känsla för det här!		У меня плохое предчувствие.
din_rex_so	Uhh. My quills are starting to tingle...	ああ　背中のトゲがビリビリするぜ	Hum. Siento un hormigueo en las púas...	Uhh. Mir kribbelt's richtig in\nden Stacheln!	Euh. Mes épines commencent à picoter...	Emm. ho uno strano formicolio agli aculei...	Uhh. Meus espinhos estão formigando.	Ah, se me erizaron las púas de la espalda.	Emm. Kolce mnie łaskoczą...	呃… 我的刺開始在顫抖了…	Eee. Tüylerim karıncalanmaya başladı...	Uhh. Mina taggar börjar på att pirra...		А-а-а, у меня дрожат иглы на спине...
din_rex_lower_so	Whoooa! Out of the frying pan\nand into the fire, huh?	ウワーオ！\n一難去ってまた一難ってカンジ？	¡Hala! Esto se está\nponiendo de mal en peor, ¿eh?	Whoooa! Vom Regen in die Traufe, was?	Ouaaah ! Sorti de la poêle à frire\net maintenant dans le feu, hein ?	Whoooa! Dalla padella\nalla bracie, eh?	Uoooou! Indo de mal a pior, hã?	¡Guau! ¡Salimos de Guatemala,\nentramos en """Guate-peor"""!	Łoooł! Z patelni do oginia, co?	嗚哇！\n這就是一波未平一波又起的感覺嗎？	Whoooa! Kızgın tavadan çıkıp ateşe girdim, huh?	Whoooa! Ut ur stekpanan\noch in i elden, huh?		Уа-а-а!\nИз огня да в полымя?
din_rex_lower_sh	That about sums it up!	相当気が立ってるみたいね！	¡Tú lo has dicho!	Das kannst du laut sagen!	C'est un bon résumé !	Beh questo lo abbrevia!	Falou e disse!	¡Sí que está enojado!	No, to by się zgadzało!	說的對！	İşte her şey bu kadar!	Det sammanfattar det hela!		Похоже, он очень зол!
din_rex_tail_sh	Hey, look at its tail!	尻尾をよく見て！	¡Ten cuidado con su cola!	Hey, achte auf sein Hinterteil!	Hé, regarde sa queue !	Ehi, guarda alla sua coda!	Ei, cuidado com aquela cauda!	¡Fíjate en su cola!	Hej, spójrz na jego ogon!	注意它的尾巴！	Hey, kuyruğuna bak!	Hörru, titta på dess svans!		Следи за его хвостом!
din_rex_tail_so	Got it!	わかってるって！	¡Sí, lo sé!	Verstanden!	Compris !	Capito!	Certo!	¡Entendido!	Czaje!	知道了！	Anlaşıldı!	Uppfattat!		Да знаю я!
din_rex_upper_so	He seems pretty hungry!	相当腹ペコらしいな！	¡Parece hambriento!	Der Kleine scheint Appetit zu\nhaben!	Il a l'air bien affamé !	Sembra abbastanza affamato!	Ele parece estar bem esfomeado!	¡Parece muy hambriento!	Wygląda na głodnego!	它看樣子很餓！	Çok aç gözüküyor!	Han verkar ganska hungrig!		Кажется, кто-то проголодался!
din_rex_upper_sh	Then make sure he doesn't decide\nthat you're a snack!	かみ使れないように気をつけてね！	¡Pues asegúrate de no convertirte\n en su próxima merienda!	Dann pass auf, sonst knabbert er\ndich noch an!	Alors fais en sorte qu'il ne te prenne pas\n pour son repas !	E allora non fargli pensare\nche tu sia uno spuntino!	Então tenha certeza de que ele não\nvai achar que você é um lanche!	¡Intentemos no ser su aperitivo!	To upewnij się, że nie zrobi\nz Ciebie przekąski!	那就不要讓它以為你是點心！	O zaman senin bir atıştırmalık\nolduğuna karar vermesin!	Se då till att han inte beslutar\natt du är ett mellanmål!		Смотри, чтобы он тебя не укусил!
														
din_flowers_so	So, feel like going\nto pick some flowers?	それじゃあお花摘みにでかけるか	Hum, podría pararme a recoger algunas flores.	Na, Lust ein paar\nBlümchen zu pflücken?	Et si on allait cueillir des fleurs ?	Allora, vuoi andare\na raccogliere qualche fiore?	Então, o que acha de nós\ncolhermos algumas flores?	Bueno, ¿qué tal si recogemos unas flores?	Więc, chcesz pozbierać\nparę kwiatków?	想來一起摘些花嗎？	Peki, gidip çiçek toplamaya\nne dersin?	Så, känner du för att gå och plocka några blommor?		Кажется, пора сорвать эти цветы!
din_flowers_sh	This is no time for goofing around!	もう！　ノンキなんだから！	¡No es momento para bromas!	Wir haben keine Zeit für solche\nAlbernheiten!	Ce n'est pas le moment de rigoler !	Non è il momento di scherzare!	Isso não é hora pra besteiras!	¡Ash, tómalo en serio!	To nie jest czas na wygłupy!	沒時間胡鬧了！	Etrafta oyalanmak için zaman yok!	Nu är det inte tid för att skoja runt!		Ох, какой же ты беспечный!
din_blendin_so	Ha! Trying to blend in\nwith the flowers, huh?	へ！ お花のフリでわけかい？	¡Ja! Tratando de esconderte\nentre las flores, ¿eh?	Ha! Du versuchst dich\nalso mit den Blumen zu tarnen?	Ha ! On tente de se cacher\n parmi les fleurs, hein ?	Ha! Cerchi di mimetizzarti\ncon i fiori, eh?	Há! Tentando se esconder entre as flores, né?	¡Je! ¿Conque pretendiendo ser una flor?	Ha! Próbujesz się\nwtopić w tłum, co?	哈！想跟那些花朵混在一起是吧？	Ha! Çiçeklerle uyum\nsağlamaya çalışıyorsun, ha?	Ha! Försöker smälta in med blommorna, huh?		Ха! Они просто притворились цветами!
din_blendin_sh	If you attack, it will\nshow its true form!	攻撃すれば 正体を現すわよ きっと	Si lo atacas,\n¡mostrará su verdadero aspecto!	Wenn du angreifst,\nwird es seine wahre Form zeigen!	Si tu l'attaques,\nil montrera son véritable visage !	Se lo attacchi, farà\nvedere la sua vera forma!	Se você atacar, a verdadeira forma irá aparecer!	Estoy segura de que mostrará\nsu verdadera forma si lo atacas.	Jeśli zaatakujesz,\nujawni swoją prawdziwą formę!	攻擊它就能使它現出原形！	Eğer saldırırsan sana\ngerçek formunu gösterecektir!	Om du attackerar, kommer den\nvisa sin äkta form!		Если ты его атакуешь, наверняка\nон покажет свою сущность!
din_flowerbed_so	Hey, isn't this a\npretty little flowerbed!	ヘーイ！\nたいそうなお花畑じゃないか！	¡Vaya! ¡No está nada mal\neste lugar tan florido!	Hey, nettes Blumenbeet!	Hé, ce sont des jolies fleurs !	Ehi, questa è proprio\nuna bella aiuola!	Ei, não é um\nlindo canteiro de flores?	¡Ey, qué lindo campo de flores!	Hej, ładny mały kwietnik!	嘿，這座小花田可真漂亮！	Hey, bu ufak bir\nçiçek yatağı değil mi!	Hej, är inte det här en\nsöt liten blomrabatt!		Хей! Как много цветов на этом цветочном поле!
din_flowerbed_sh	This is no time to relax, Sonic!	気を抜かないでねソニック！	¡No te lo tomes todo con\ntanta calma, Sonic!	Komm in die Gänge, Sonic!	Ce n'est pas le moment de flâner, Sonic !	Non è il momento di rilassarsi Sonic!	Não é hora de relaxar, Sonic!	¡No bajes la guardia, Sonic!	To nie czas na relaks, Sonic!	索尼克，這可不是放鬆的時候！	Rahatlamak için zaman yok, Sonic!	Nu är det inte tid för att slappna av, Sonic!		Не расслабляйся, Соник!
														
din_majin_egg_sh	It's a spirit egg!\nSonic, destroy it!	マジンの卵よ\n壊しておいてソニック！	¡Es un huevo de espíritu!\nSonic, ¡destrúyelo!	Das ist ein Seelenei!\nSonic, zerstöre es!	C'est un oeuf esprit ! Sonic, détruis-le !	È un uovo di spirito!\nSonic distruggilo!	Isso é um ovo espiritual!\nSonic, destrua-o!	¡Destruye ese huevo de majin, Sonic!	To duchowe jajo!\nSonic, zniszcz je!	是精靈蛋！索尼克，把它打碎吧！	Bu bir ruh yumurtası!\nSonic, onu yok et!	Det är ett andeägg!\nSonic, förstör det!		Это яйцо злого духа.\nРазбей его, Соник!
din_egg_so	This is...	これ…	Esto es...	Das ist...	C'est...	Questo è...	Isso é...	Esto es...	To jest...	這是…	Bu bir...	Det här är...		Это...
